product_name,generic_name,quantity,brands,brands_tags,categories,categories_tags,categories_en
,,,M&S,m-s,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Mixed cereal flakes, Mueslis","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:mixed-cereal-flakes,en:mueslis","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Mixed cereal flakes,Mueslis"
Roast chicken & avocado,,,"Marks And Spencer, Marks & Spencer","marks-and-spencer,marks-spencer",,,
Crinkle cut chips,,,,,,,
vanilla yogurt,,32 oz,Trader Joe's,trader-joe-s,"Dairies, Fermented foods, Fermented milk products, Yogurts, Low-fat yogurts","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:low-fat-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Low-fat yogurts"
light hydrating gel cream,,50 g,Himalaya Herbals,himalaya-herbals,,,
Emmental,,,,,,,
Week-end chocolat-orange,,,,,,,
Jambonneau à l’os,,,Salaisons de Pradelles,salaisons-de-pradelles,"Viandes, Charcuteries, Charcuteries cuites","en:meats,en:prepared-meats,fr:charcuteries-cuites","Meats,Prepared meats,fr:Charcuteries cuites"
Oeuf Bio - plein air,,,,,,,
"Chocolart, Assorted Milk Chocolate Pralines",,,Sorini,sorini,"Snacks, Sweet snacks, Chocolates, Assorted chocolates","en:snacks,en:sweet-snacks,en:chocolates,en:assorted-chocolates","Snacks,Sweet snacks,Chocolates,Assorted chocolates"
"Passion, Assorted Milk Chocolate",,,Sorini,sorini,"Snacks, Sweet snacks, Chocolates, Assorted chocolates","en:snacks,en:sweet-snacks,en:chocolates,en:assorted-chocolates","Snacks,Sweet snacks,Chocolates,Assorted chocolates"
Assorted Chocolate Pralines,,,Sorini Italia,sorini-italia,"Snacks, Sweet snacks, Chocolates, Assorted chocolates","en:snacks,en:sweet-snacks,en:chocolates,en:assorted-chocolates","Snacks,Sweet snacks,Chocolates,Assorted chocolates"
Milk Chocolate Balls With Cream And Chocolate,,,Confiserie Heidel,confiserie-heidel,,,
Chocolate Ball,,,Confiserie Heidel,confiserie-heidel,,,
Chocolate Balls Filled With Milk Cream And Chocolate,,,Heidel Confiserie,heidel-confiserie,,,
Merry Christmas Chocolate Balls,,,Heidel,heidel,,,
Merry Christmas Chocolate Balls Filled With Praline Cream,,,Confiserie Heidel,confiserie-heidel,,,
Merry Christmas Minis Chocolate Bar,,,Heidel,heidel,,,
Milk Chocolate,,,Confiserie Heidel,confiserie-heidel,"Snacks, Sweet snacks, Chocolates, Milk chocolates","en:snacks,en:sweet-snacks,en:chocolates,en:milk-chocolates","Snacks,Sweet snacks,Chocolates,Milk chocolates"
Sunflower oil,,1 l,Sainsbury's,sainsbury-s,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Sunflower seeds and their products, Vegetable oils, Sunflower oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:sunflower-seeds-and-their-products,en:vegetable-oils,en:sunflower-oils","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Sunflower seeds and their products,Vegetable oils,Sunflower oils"
,,,,,,,
,,,,,,,
"brown rice, red rice & quinoa",,,,,,,
4 Ultimate Buttermilk Pancakes,Pancakes au babeurre - 4 Ultimate Buttermilk Pancakes,280 g,Marks &Spencer,marks-spencer,Pancakes,en:pancakes,Pancakes
Pancakes au Chocolat belge,,320 g,"Marks & Spencer,Marks and Spencer","marks-spencer,marks-and-spencer","Crêpes et galettes, Crêpes, Pancakes","en:crepes-and-galettes,en:crepes,en:pancakes","Crêpes and galettes,Crêpes,Pancakes"
Figues sèches,,200 g,Del Monte Quality,del-monte-quality,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Aliments à base de plantes séchées, Fruits secs, Figues sèches","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:dried-fruits,en:dried-figs","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Dried products,Fruits based foods,Dried plant-based foods,Dried fruits,Dried figs"
Pineapple Salsa,,12 oz (340 g),Trader's Joe,trader-s-joe,,,
Sea Salt Caramels,,,,,,,
Reduced fat sweet & smoky bbq crisps,,150 g,M&S,m-s,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps","Snacks,Salty snacks,Appetizers,Chips and fries,Crisps"
Fischfilet Müllerin,,,,,,,
,,,,,,,
,,,,,,,
Rotten rolls,,,,,,,
M&S pure squeezed spanish blood orange juice,,,,,,,
Original Südtiroler Apfelstrudel-stücke,,,,,,,
Natural Mountain Spring Water,,,"Trader Joe's,  Sparkling Lighting Mfg. Co. Ltd.","trader-joe-s,sparkling-lighting-mfg-co-ltd",,,
,,1 kg,Biotiva,biotiva,,,
Merry Berry Preserve,,,,,,,
,,,,,,,
Rollmop Herrings,Herrings,280 g,Marks & Spencer,marks-spencer,"Seafood, Fishes, Herring, Pickled herring, Rollmops","en:seafood,en:fishes,en:herring,en:pickled-herring,en:rollmops","Seafood,Fishes,Herring,Pickled herring,Rollmops"
Chocolate Cookies,,,Lambertz,lambertz,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Cookies, Chocolate cookies","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:cookies,en:chocolate-cookies","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Cookies,Chocolate cookies"
Nana Minze,,100 g,,,,,
"Chutney, Hot Mango Hot",,,Patak's,patak-s,,,
"Dopiaza Curry Simmer Sauce, Mild",,,Patak's,patak-s,,,
Spiruline bio tamil nadu,,500,Nutri&co,nutri-co,"Compléments alimentaires, Spiruline","en:dietary-supplements,en:spirulina","Dietary supplements,Spirulina"
Quiche chèvre tomate basilic individuelle,,,,,,,
Pâté vaudois,,,,,,,
,,,,,,,
Creamy Chicken Pie,,1 personne,Marks & Spencer,marks-spencer,"Plats préparés, Produits à la viande, Plats préparés à la viande, Plats à la volaille, Réfrigérés, Plats au poulet, Plats préparés réfrigérés, Tourtes","en:meals,en:meat-based-products,en:meals-with-meat,en:pies,en:poultry-meals,en:refrigerated-foods,en:meals-with-chicken,en:refrigerated-meals,en:two-crust-pies","Meals,Meat-based products,Meals with meat,Pies,Poultry meals,Refrigerated foods,Meals with chicken,Refrigerated meals,Two-crust Pies"
Red Curry Spice,,,A Taste Of Thai,a-taste-of-thai,,,
Coconut Ginger Rice,,,A Taste Of Thai,a-taste-of-thai,,,
Sweet Chili Sauce,,,A Taste Of Thai,a-taste-of-thai,,,
Top Ramen Noodle Soup,,,Nissin,nissin,,,
Huile de ricin,,,,,,,
Rhubarb Crumble,,,Marks & Spencer,marks-spencer,,,
Hollow Milk Chocolate Decorated R2D2,,215 g e,"Marks & Spencer,Disney","marks-spencer,disney","Snacks, Sweet snacks, Chocolates, Chocolate molds, Milk chocolates, Licensed products, Chocolate-droid","en:snacks,en:sweet-snacks,en:chocolates,en:chocolate-molds,en:milk-chocolates,en:licensed-products,en:chocolate-droid","Snacks,Sweet snacks,Chocolates,Chocolate molds,Milk chocolates,Licensed products,Chocolate-droid"
biscuits cuillères,,,,,,,
Spiketail the dinosaur,,205 g e,Marks & Spencer,marks-spencer,"Snacks, Sweet snacks, Chocolates, Chocolate molds, Easter food, Chocolate Scupltures, Chocolate dinosaurs","en:snacks,en:sweet-snacks,en:chocolates,en:chocolate-molds,en:chocolate-scupltures,en:easter-food,en:chocolate-dinosaurs","Snacks,Sweet snacks,Chocolates,Chocolate molds,Chocolate Scupltures,Easter food,Chocolate dinosaurs"
Marzipan Spring Fruits,,,,,,,
,,,,,,,
M&S fruit jellies,,200 g,M&S,m-s,,,
Mango Pineapple & Passion Fruit Smoothie,,,,,,,
Smoothie Vanilla Bean Maple Syrup & Yogurt,,,M&S,m-s,,,
Smoothie super Berry,,,M&S,m-s,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Smoothies","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies","Plant-based foods and beverages,Beverages,Plant-based beverages,Smoothies"
Super broccoli spinach & pea soup,,,M&S,m-s,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Meals, Soups, Vegetable soups","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:meals,en:soups,en:vegetable-soups","Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Meals,Soups,Vegetable soups"
Sourdough wheat bread,,,Trader Joe's,trader-joe-s,,,
Aloe Vera Grape & Apple Juice,,,M&S,m-s,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages","Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages"
"Smoothie Orange, Carrot & Mango","Smoothie à l'orange, à la carotte et à la mangue -Smoothie Orange, Carrot & Mango",750 ml,Marks & Spencer,marks-spencer,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Aliments et boissons à base de légumes, Boissons aux fruits, Boissons aux légumes, Réfrigérés, Smoothies, Smoothies aux fruits","en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:fruit-based-beverages,en:vegetable-based-beverages,en:refrigerated-foods,en:smoothies,en:fruit-smoothies","Plant-based foods and beverages,Beverages,Plant-based beverages,Vegetable-based foods and beverages,Fruit-based beverages,Vegetable-based beverages,Refrigerated foods,Smoothies,Fruit smoothies"
CRANBERRY & RASPERRY JUICE DRINK,,,M&S,m-s,"Boissons, Boissons édulcorées","en:beverages,en:artificially-sweetened-beverages","Beverages,Artificially sweetened beverages"
Extra Hot Chinese Mustard,,,Beaver,beaver,,,
Pepsi,,,Pepsi,pepsi,,,
Sauce bolognaise,,420 g,,,"Groceries, Meat-based products, Sauces, Meat-based sauces, Pasta sauces, Bolognese sauces","en:groceries,en:meat-based-products,en:sauces,en:meat-based-sauces,en:pasta-sauces,en:bolognese-sauces","Groceries,Meat-based products,Sauces,Meat-based sauces,Pasta sauces,Bolognese sauces"
Sandwich Poulet Rôti & Avocat,,200 g,Marks & Spencer,marks-spencer,"Sandwichs, Sandwichs à la volaille, Sandwichs au poulet","en:sandwiches,en:poultry-sandwiches,en:chicken-sandwiches","Sandwiches,Poultry sandwiches,Chicken sandwiches"
biscuits cuillers,,400 grammes,bijou,bijou,"Biscuits et gâteaux, Pâtisseries","en:biscuits-and-cakes,en:pastries","Biscuits and cakes,Pastries"
Organic Nine Grain All Natural Bread,,,Franz,franz,,,
Organic 100% Whole Wheat,,,Franz,franz,,,
Organic Great Seed,,,Willamette Valley,willamette-valley,,,
Mountain White,,,Franz,franz,,,
Great Seed Bread,,,United States Bakery,united-states-bakery,,,
Ananas Frais,,,,,,,
"Fruit Spredad, Strawberry",,,Walden Farms,walden-farms,,,
"Fruit Spread, Raspberry",,,Walden Farms,walden-farms,,,
Long Grain Enriched Rice,,,Rice Mill  Inc.,rice-mill-inc,,,
,,,Trader Joe's,trader-joe-s,,,
Pho Noodle Pot,,,Marks & Spencer,marks-spencer,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Produits déshydratés, Produits lyophilisés à reconstituer, Nouilles, Nouilles instantanées, Soupes de nouilles instantanées","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,en:instant-noodle-soups","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Dried products,Dried products to be rehydrated,Noodles,Instant noodles,Instant noodle soups"
Tom Yum Noodle Pot,Tom Yum Noodle Pot,,Marks & Spencer,marks-spencer,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Produits déshydratés, Produits lyophilisés à reconstituer, Nouilles, Nouilles instantanées, Soupes de nouilles instantanées","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:dried-products,en:dried-products-to-be-rehydrated,en:noodles,en:instant-noodles,en:instant-noodle-soups","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Dried products,Dried products to be rehydrated,Noodles,Instant noodles,Instant noodle soups"
Ramen noodle pot,,98 g,M&S,m-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Noodles","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:noodles","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Noodles"
Laksa noodle pot,,99 g,M&S,m-s,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Noodles","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:noodles","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Noodles"
Pure Whey,,,Biotech USA,biotech-usa,,,
Sweet Stevia Tablets,,500 tablettes / 100g,Pink Sun,pink-sun,fr:Stevia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:stevia-and-their-products","Plant-based foods and beverages,Plant-based foods,Stevia and their products"
4 milk white & dark chocolate brownies,,,Marks & Spencer,marks-spencer,,,
Sweet Cherry Peppers,,,"Mezzetta,  G.L. Mezzetta  Inc.","mezzetta,g-l-mezzetta-inc",,,
Deli-Sliced Hot Jalapeno Peppers,,,"Mezzetta,  G.L. Mezzetta  Inc.","mezzetta,g-l-mezzetta-inc",,,
Soupe Potiron noix de muscade,,,Knorr,knorr,,,
21 Seasoning Salute,,,Trader Joe's,trader-joe-s,"Groceries, Condiments, Seasonings","en:groceries,en:condiments,en:seasonings","Groceries,Condiments,Seasonings"
"grilled Cajun chicken breast, spicy wedges & sour cream","quatrtiers de pomme de terre aux épices, blancs de poulet grillé de style cajun avec une sauce tomate épicée, poivrons de piquillo et crème aigre britannique à faible teneur en matières grasses",350 g,"Marks & Spencer,M&S,Count on US","marks-spencer,m-s,count-on-us","Plats préparés, Produits à la viande, Plats préparés à la viande, Plats à la volaille, Plats au poulet, Plats préparés à faible teneur en matières grasses","en:meals,en:meat-based-products,en:meals-with-meat,en:poultry-meals,en:meals-with-chicken,en:low-fat-prepared-meals","Meals,Meat-based products,Meals with meat,Poultry meals,Meals with chicken,Low-fat prepared meals"
Chicken & Bacon Carbonara,,375 g,Marks & Spencer,marks-spencer,"Meals, Fresh foods, Fresh meals","en:fresh-foods,en:meals,en:fresh-meals","Fresh foods,Meals,Fresh meals"
Chargrilled Chicken & Courgetti,,,Marks & Spencer,marks-spencer,,,
Tikka Chicken & Spiced Cauliflower Rice,,,,,,,
coquillettes,,,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Coquillettes","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,fr:coquillettes","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,fr:Coquillettes"
Crushed Garlic,,,Trader Joe's,trader-joe-s,,,
Vintage cheddar,,300 g,Marks & Spencer,marks-spencer,,,
Cornish Cove Cheddar,Fromage cheddar au lait pasteurisé avec du piment Diablo,200 g e,"Marks & Spencer,M&S","marks-spencer,m-s","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages du Royaume-Uni, Fromages d'Angleterre, Cheddars, Cheddar doux","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese,en:mild-cheddar","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Cheeses from the United Kingdom,Cheeses from England,Cheddar cheese,Mild cheddar"
Black cherry & greec style yogurt,,,Marks & Spencer,marks-spencer,,,
Mango & Passion Fruit & Greek Style Yogurt Snack Pot,Mango & Passion Fruit & Greek Style Yogurt Snack Pot,,Marks & Spencer,marks-spencer,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Yaourts, Yaourts aux fruits, Yaourts à la grecque, Yaourts à la mangue","en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts,en:fruit-yogurts,en:greek-yogurts,en:mango-yogurts","Dairies,Fermented foods,Fermented milk products,Yogurts,Fruit yogurts,Greek yogurts,Mango yogurts"
assortiment de tuiles et palets gourmands,,200 g,bijou,bijou,"Snacks, Snacks sucrés, Biscuits et gâteaux","en:snacks,en:sweet-snacks,en:biscuits-and-cakes","Snacks,Sweet snacks,Biscuits and cakes"
Festive Granola,,,Marks And Spencer,marks-and-spencer,,,
"Condensed Soup, Tomato",,,Venice Maid Foods,venice-maid-foods,,,
,,411 g,,,"Ayudas culinarias, Dessert mixes","en:cooking-helpers,en:dessert-mixes","Cooking helpers,Dessert mixes"
Taste the Difference Raspberry Conserve,Raspberry conserve,340g,Sainsbury's,sainsbury-s,"Plant-based foods and beverages, Plant-based foods, Spreads, Breakfasts, Fruits and vegetables based foods, Fruits based foods, Plant-based spreads, Sweet spreads, Fruit preserves, Jams, Fruit jams, Berry jams, Raspberry jams","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-preserves,en:fruits-based-foods,en:jams,en:fruit-jams,en:berry-jams,en:raspberry-jams","Plant-based foods and beverages,Plant-based foods,Breakfasts,Fruits and vegetables based foods,Spreads,Plant-based spreads,Sweet spreads,Fruit preserves,Fruits based foods,Jams,Fruit jams,Berry jams,Raspberry jams"
,,,,,,,
Sauce Mix,,,S&B,s-b,,,
"Golden Curry, Sauce Mix",,,S&B,s-b,,,
Fried Rice Seasoning Mix,,,Sun-Bird,sun-bird,,,
Banana,,,Chiquita,chiquita,,,
Mermelada de fresa,,340 g,Sainsbury's,sainsbury-s,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Fruits and vegetables based foods, Spreads, Plant-based spreads, Sweet spreads, Fruit preserves, Fruits based foods, Jams, Fruit jams, Berry jams","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-preserves,en:fruits-based-foods,en:jams,en:fruit-jams,en:berry-jams","Plant-based foods and beverages,Plant-based foods,Breakfasts,Fruits and vegetables based foods,Spreads,Plant-based spreads,Sweet spreads,Fruit preserves,Fruits based foods,Jams,Fruit jams,Berry jams"
